AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A710639,NA,8/26/15 9:00,Transfer,SCRP,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A672352,Jack Black,6/28/14 19:08,Adoption,NA,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black/White
A718413,NA,1/8/16 18:54,Transfer,SCRP,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Brown Tabby
A701718,Hades,5/4/15 14:04,Return_to_owner,NA,Dog,Intact Male,3 years,Pit Bull/Black Mouth Cur,Tan
A711812,NA,9/27/15 15:48,Transfer,Partner,Dog,Intact Male,3 years,Jack Russell Terrier/Shih Tzu,White/Brown
A720338,Jessie,2/8/16 13:54,Return_to_owner,NA,Dog,Spayed Female,3 years,Labrador Retriever Mix,Tan
A668882,Jerbyz,12/28/13 18:57,Adoption,NA,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White
A692838,Kirby,12/26/14 10:02,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby/White
A594793,Jake,2/21/16 11:07,Return_to_owner,NA,Dog,Neutered Male,8 years,Manchester Terrier Mix,Black/Brown
A713303,NA,10/5/15 16:28,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A702744,Bo,5/22/15 11:36,Return_to_owner,NA,Dog,Intact Male,4 months,Labrador Retriever Mix,Black
A688991,Shades,10/1/14 12:25,Transfer,Partner,Dog,Intact Male,3 years,Shih Tzu,Sable/White
A694573,Shelby,2/22/15 13:35,Adoption,NA,Dog,Spayed Female,8 months,Boxer Mix,Brown/Black
A685720,NA,9/2/14 17:42,Adoption,NA,Dog,Spayed Female,3 months,German Shepherd Mix,Tan
A687900,Nelly,9/29/14 17:50,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A704287,Bevo,12/16/15 17:03,Return_to_owner,NA,Dog,Intact Male,11 years,American Staffordshire Terrier Mix,White/Tan
A671192,Layla,1/22/14 14:55,Return_to_owner,NA,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
A709729,NA,8/13/15 9:00,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A708976,NA,8/19/15 14:27,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue
A694138,Maggie,12/23/14 16:56,Return_to_owner,NA,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby
A683080,NA,7/7/14 11:33,Transfer,Partner,Dog,Intact Male,4 months,Great Dane Mix,Blue/White
A710033,NA,8/16/15 16:34,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A718708,Watson,1/9/16 12:02,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A711055,Yummie,9/3/15 18:27,Adoption,NA,Dog,Spayed Female,2 months,Manchester Terrier/Dachshund,Tricolor
A685431,Bubbles,8/11/14 11:44,Transfer,Partner,Dog,Intact Female,7 years,Shih Tzu Mix,Gray
A698015,Snow,3/5/15 10:46,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A670725,Rosie,2/1/14 13:55,Adoption,Foster,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White
A715773,Nemo,11/15/15 12:27,Transfer,Partner,Dog,Neutered Male,1 year,Cairn Terrier Mix,White
A574935,Blue,10/1/14 12:11,Transfer,Partner,Dog,Neutered Male,10 years,Australian Cattle Dog Mix,Blue Merle/Black
A684045,Ronin,7/29/14 17:16,Return_to_owner,NA,Dog,Neutered Male,13 years,Alaskan Husky Mix,Red/Cream
A703857,NA,5/29/15 18:51,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue
A674748,Candy,3/18/14 12:44,Return_to_owner,NA,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Brown/White
A682183,Roger Roger,4/13/15 16:01,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A245945,Boomer,5/25/15 11:49,Transfer,Partner,Dog,Neutered Male,15 years,Labrador Retriever Mix,Tan
A664042,NA,10/2/13 11:12,Euthanasia,Suffering,Dog,Intact Male,2 years,Chow Chow Mix,Black
A703727,Crispin,6/7/15 16:32,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A715605,Diamond,1/27/16 18:39,Adoption,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A675279,Filbert,4/2/14 11:30,Transfer,Partner,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan
A713408,Trinity,11/28/15 0:00,Adoption,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A698275,Casper,3/8/15 17:33,Return_to_owner,NA,Cat,Neutered Male,4 years,Siamese Mix,Brown Tabby/White
A666946,Chico,11/20/13 11:33,Return_to_owner,NA,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tan/White
A694456,Shaggy,1/5/15 12:46,Adoption,NA,Dog,Neutered Male,8 years,Miniature Poodle Mix,Apricot
A689045,NA,9/28/14 15:46,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A681468,Juneau,6/24/14 16:45,Transfer,Partner,Dog,Intact Female,10 years,St. Bernard Smooth Coat Mix,Tricolor
A701144,Penny,6/25/15 9:40,Adoption,Foster,Dog,Spayed Female,2 years,Manchester Terrier/Dachshund,Black/Tan
A693660,Red,2/3/15 17:32,Return_to_owner,NA,Dog,Neutered Male,3 years,Black Mouth Cur Mix,Brown
A710685,Aragorn,8/29/15 14:15,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A706490,NA,6/29/15 16:38,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A695880,Vegas,1/25/15 11:15,Return_to_owner,NA,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White
A670473,Jackson,1/22/14 13:49,Return_to_owner,NA,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
A690192,NA,10/16/14 16:55,Transfer,Partner,Dog,Intact Male,1 month,Plott Hound Mix,Black
A685605,Coco,8/15/14 7:16,Transfer,Partner,Dog,Spayed Female,7 years,Pit Bull Mix,Brown/White
A720330,Paco,2/7/16 11:25,Return_to_owner,NA,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Cream
A697980,Chapi,3/8/15 17:07,Adoption,NA,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
A644479,Periwiggles,1/30/16 0:00,Adoption,NA,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue
A680870,Ian,8/16/14 14:21,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A713465,Kiko,10/18/15 17:20,Return_to_owner,NA,Dog,Neutered Male,1 year,Miniature Poodle Mix,Tan
A690726,NA,11/8/14 7:31,Adoption,NA,Dog,Spayed Female,3 years,Staffordshire Mix,Chocolate/White
A576207,NA,12/22/14 10:45,Euthanasia,Suffering,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black
A702800,NA,2/13/16 16:40,Adoption,NA,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Blue Tabby/White
A644472,Sharpie,6/8/14 17:49,Return_to_owner,NA,Dog,Neutered Male,3 years,German Shepherd/Chinese Sharpei,Black/Tan
A690485,Jax,10/25/14 14:19,Adoption,NA,Dog,Spayed Female,2 years,Cardigan Welsh Corgi/Cairn Terrier,Black/White
A715560,Nola,11/17/15 17:39,Return_to_owner,NA,Dog,Spayed Female,1 year,Labrador Retriever Mix,White
A710757,Coraje,9/4/15 18:44,Adoption,NA,Dog,Neutered Male,8 months,Pointer Mix,Tricolor
A667123,Princess,12/17/13 12:13,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A687042,NA,8/30/14 14:38,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby
A682082,NA,6/24/14 14:13,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A689634,NA,10/9/14 9:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
A696583,Layla,3/13/15 17:50,Adoption,NA,Dog,Spayed Female,2 years,Dachshund Mix,Black/Brown
A700060,NA,4/7/15 13:45,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A672341,Mischief,2/11/14 11:10,Adoption,NA,Dog,Spayed Female,6 years,Border Collie Mix,Black/White
A711821,Leo,11/9/15 13:59,Adoption,NA,Cat,Neutered Male,3 months,Domestic Longhair Mix,Black
A680471,Adorable,7/12/14 20:12,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue
A716599,NA,11/30/15 19:45,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
A681541,NA,7/2/14 12:26,Euthanasia,Behavior,Dog,Intact Male,2 years,German Shepherd/Chow Chow,Brown
A661916,Bella,4/2/14 17:42,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
A713962,NA,10/15/15 18:59,Return_to_owner,NA,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A664454,NA,10/12/13 17:27,Adoption,NA,Dog,Spayed Female,2 months,Pit Bull Mix,White/Brown Brindle
A703690,NA,5/27/15 19:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A682953,Azia,7/9/14 17:36,Adoption,NA,Dog,Spayed Female,10 months,Miniature Pinscher Mix,Black/Tan
A676573,Daisy,4/12/14 11:21,Return_to_owner,NA,Dog,Spayed Female,1 year,Australian Shepherd/Cocker Spaniel,Black/Tan
A711200,Cookie,9/7/15 18:14,Adoption,NA,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan
A410684,Mitty,6/27/14 17:50,Adoption,NA,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Calico
A680422,Duke,6/9/14 14:59,Adoption,NA,Dog,Neutered Male,6 months,German Shepherd Mix,Buff/Black
A711331,NA,9/9/15 17:42,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A710179,Morrow,9/17/15 11:57,Adoption,Foster,Cat,Neutered Male,4 months,Snowshoe Mix,Lilac Point
A698402,Sunny,4/10/15 16:33,Transfer,Partner,Dog,Spayed Female,5 years,Australian Cattle Dog Mix,White/Red
A711778,Lucky,9/12/15 17:32,Return_to_owner,NA,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/White
A673579,Charisma,3/14/14 18:37,Adoption,NA,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Yellow
A677035,Echo,4/23/14 13:28,Transfer,Partner,Cat,Neutered Male,3 years,Snowshoe Mix,Seal Point
A687112,NA,9/4/14 17:14,Adoption,NA,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Black/White
A666989,Jojo,11/14/13 11:51,Transfer,Partner,Dog,Intact Female,5 months,Shih Tzu Mix,Tan/Silver
A665263,Max,11/1/13 11:37,Adoption,NA,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black
A713011,NA,10/1/15 18:44,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A690794,Lennon,11/15/14 11:14,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Whippet Mix,Tan/Buff
A606646,Merry,6/3/14 14:34,Adoption,Foster,Dog,Spayed Female,6 years,English Bulldog Mix,Tan/White
A693218,NA,12/5/14 9:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A666603,NA,11/4/13 14:57,Transfer,Partner,Dog,Intact Female,0 years,Beagle/Chihuahua Shorthair,White
A669469,Blacky,10/18/14 15:58,Adoption,NA,Dog,Spayed Female,11 months,Labrador Retriever Mix,Black/White
A699970,NA,4/9/15 15:26,Transfer,Partner,Cat,Intact Female,12 years,Domestic Medium Hair Mix,Black/White
A676530,Finley,4/19/14 13:17,Adoption,NA,Dog,Neutered Male,10 months,Pit Bull Mix,Black/White
A651015,Clifford,7/21/14 11:16,Transfer,Partner,Dog,Intact Male,4 years,Golden Retriever,Tan
A663123,Travis,10/6/13 14:08,Return_to_owner,NA,Dog,Neutered Male,10 months,Dachshund Wirehair/Standard Poodle,Black
A688835,Olivia,9/29/14 16:19,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever Mix,Tan
A696915,Unique,2/16/15 13:08,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Black
A663714,Trigger,11/15/13 17:09,Transfer,Partner,Dog,Neutered Male,2 years,Boxer/American Bulldog,Brown/White
A678367,Daisy,8/12/14 13:39,Transfer,Partner,Cat,Spayed Female,3 years,Angora Mix,Calico
A719484,NA,1/24/16 13:25,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A673111,B.G.,3/7/14 19:24,Adoption,NA,Dog,Spayed Female,5 years,Toy Poodle,Apricot
A708350,NA,7/26/15 14:40,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A713379,NA,10/9/15 14:20,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A676704,NA,4/30/14 16:29,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Blue Tabby
A700777,NA,4/19/15 14:44,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A713598,Willie,11/2/15 16:41,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A685655,Diamond,8/10/14 18:44,Return_to_owner,NA,Dog,Intact Female,5 months,German Shepherd Mix,Black/Tan
A671728,Dice,3/16/14 14:40,Adoption,NA,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A719206,Zeus,1/25/16 15:37,Return_to_owner,NA,Dog,Intact Male,1 year,German Shepherd,Tan/Black
A665848,Pedro,3/10/14 17:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A691705,Zip,11/18/14 17:01,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A673420,Saphire,12/4/15 19:25,Return_to_owner,NA,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A612982,Bowser,12/31/13 16:50,Return_to_owner,NA,Dog,Neutered Male,5 years,German Shepherd Mix,Brown/Black
A678769,Emma,7/12/14 19:48,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A670518,Paloma,1/9/14 15:26,Euthanasia,Suffering,Dog,Intact Female,15 years,German Shepherd Mix,Brown/Black
A697469,NA,2/25/15 17:25,Return_to_owner,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White
A713822,Bodacious,10/17/15 17:04,Adoption,NA,Dog,Neutered Male,10 months,American Bulldog Mix,Brown Merle/White
A677672,NA,4/30/14 14:39,Transfer,Partner,Dog,Intact Male,4 weeks,Blue Lacy/American Bulldog,Red
A698076,Colt,3/13/15 17:34,Adoption,NA,Dog,Neutered Male,1 year,German Shepherd Mix,Buff
A715426,Bb,11/4/15 19:00,Return_to_owner,NA,Dog,Neutered Male,9 months,Labrador Retriever Mix,Red
A702177,NA,7/18/15 15:59,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black
A586186,Arthur,12/3/13 18:18,Return_to_owner,NA,Dog,Neutered Male,5 years,Pit Bull,White
A706606,Boyd,7/23/15 14:09,Adoption,NA,Dog,Intact Male,1 month,Australian Shepherd Mix,Buff/White
A687430,NA,9/15/14 16:53,Transfer,Partner,Dog,Neutered Male,6 months,German Shepherd/Labrador Retriever,Black
A693481,NA,12/9/14 15:19,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby/White
A675248,NA,3/26/14 15:52,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A700354,NA,4/12/15 14:39,Euthanasia,Suffering,Cat,Intact Male,4 years,Domestic Medium Hair Mix,Black
A677686,Max,5/1/14 13:43,Return_to_owner,NA,Dog,Neutered Male,3 years,Alaskan Malamute Mix,Sable
A671931,Sophia,3/6/14 16:26,Adoption,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle
A694553,NA,12/30/14 18:35,Euthanasia,Suffering,Cat,Unknown,5 years,Domestic Longhair Mix,Orange Tabby
A708061,Alfred,8/7/15 12:36,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A714629,Peach,11/7/15 16:17,Adoption,NA,Dog,Spayed Female,2 years,Queensland Heeler Mix,White
A707737,North,7/20/15 15:01,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
A680396,Truman,6/15/14 15:11,Transfer,Partner,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Black
A696349,NA,3/7/15 16:09,Adoption,NA,Dog,Neutered Male,2 years,German Shepherd Mix,Tricolor
A688906,Kirby,11/8/14 15:54,Adoption,NA,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Brown
A208755,Kootrie,2/17/15 16:25,Euthanasia,Suffering,Dog,Neutered Male,14 years,Border Collie Mix,Black/White
A679960,George,9/7/14 12:55,Adoption,NA,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A718488,Yaira,1/10/16 16:58,Return_to_owner,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A718902,NA,1/20/16 18:59,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue
A685382,Dachs,9/29/14 11:28,Adoption,NA,Dog,Neutered Male,4 months,Chihuahua Shorthair/Dachshund,Red/White
A664294,Juliet,10/12/13 11:11,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A663023,Cinnamon,3/24/15 12:16,Transfer,Partner,Dog,Spayed Female,8 years,Lhasa Apso/Cocker Spaniel,Tan/White
A671753,Susie,2/6/14 11:40,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund Mix,Red
A684222,Brownie,1/13/16 15:02,Return_to_owner,NA,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White
A674788,Sasha,4/3/14 14:05,Adoption,NA,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown
A682580,NA,7/23/14 16:02,Transfer,Partner,Dog,Intact Female,1 month,Miniature Poodle Mix,Black/White
A715363,Grace,2/12/16 13:35,Adoption,NA,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie
A697601,NA,2/27/15 14:36,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A686494,NA,9/2/14 17:02,Adoption,NA,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black Smoke
A670657,Gretel,1/19/14 17:54,Adoption,NA,Dog,Spayed Female,2 months,Queensland Heeler Mix,Black/White
A650148,Doughie Bear,7/15/14 17:06,Adoption,NA,Dog,Neutered Male,3 years,Border Collie/Labrador Retriever,Black/White
A665588,NA,10/23/13 15:07,Transfer,Partner,Dog,Intact Female,1 year,Whippet/Miniature Pinscher,Tan
A713295,Charlie,10/17/15 18:57,Adoption,NA,Dog,Neutered Male,10 months,American Staffordshire Terrier,Black/White
A681910,Nash,6/26/14 12:09,Transfer,Partner,Dog,Intact Male,3 years,Boxer Mix,Brown/White
A707516,NA,7/15/15 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A691259,NA,11/1/14 19:08,Euthanasia,Suffering,Cat,Unknown,2 months,Domestic Longhair Mix,Black/White
A702403,Harvey,6/14/15 12:57,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A695827,NA,1/24/15 9:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Orange Tabby
A703961,NA,5/30/15 18:42,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
A702161,Hawk,5/29/15 17:56,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A534780,Oliver,1/13/14 19:30,Adoption,NA,Dog,Neutered Male,6 years,Parson Russell Terrier Mix,White/Tricolor
A669550,NA,12/22/13 17:25,Euthanasia,Suffering,Cat,Intact Female,15 years,Domestic Shorthair Mix,Black
A671915,Henry,2/6/14 17:58,Adoption,NA,Dog,Neutered Male,1 year,Dachshund/Catahoula,Brown Merle/Black
A675336,Runt Runt,3/30/14 18:51,Return_to_owner,NA,Dog,Spayed Female,4 years,Standard Schnauzer Mix,Silver
A677318,NA,4/23/14 14:47,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A707382,Harrison,7/22/15 18:24,Adoption,NA,Dog,Neutered Male,6 years,Boxer Mix,Brown/White
A690670,Teller,9/14/15 12:39,Return_to_owner,NA,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
A691606,Wolverine,11/12/14 16:44,Return_to_owner,NA,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle/White
A676929,NA,4/17/14 14:30,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A709135,Toothless,10/14/15 15:15,Adoption,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A711842,Banjo,9/17/15 9:27,Transfer,Partner,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black/Gray
A718450,Elvis,1/5/16 17:50,Adoption,NA,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A717684,Otis,12/17/15 13:17,Adoption,NA,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Black/Tan
A683484,Theodore,7/11/14 11:54,Return_to_owner,NA,Dog,Neutered Male,4 years,Rat Terrier Mix,White/Tricolor
A687159,Little John,9/9/14 16:23,Adoption,NA,Dog,Neutered Male,11 years,Maltese Mix,White
A692602,Lucy,11/28/14 17:55,Adoption,NA,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Calico
A701211,Carlos,5/5/15 19:18,Adoption,NA,Dog,Intact Male,2 months,Labrador Retriever Mix,Brown/Cream
A704805,NA,6/9/15 15:54,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A695695,Bob Barker,1/20/15 15:19,Return_to_owner,NA,Dog,Neutered Male,5 years,Rottweiler/Labrador Retriever,Black/Tan
A695414,NA,1/16/15 9:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Tortie
A700692,Stella,8/29/15 14:19,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A698324,NA,3/9/15 18:41,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Black
A708611,Toby,8/1/15 19:25,Adoption,NA,Dog,Neutered Male,9 years,Dachshund Mix,Black/Tan
A676795,NA,4/15/14 14:13,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Gray Tabby
A635991,Kane,10/14/13 15:51,Return_to_owner,NA,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A666802,NA,11/11/13 16:57,Transfer,Partner,Dog,Neutered Male,4 years,Maltese Mix,White
A697650,Rose,3/8/15 15:20,Transfer,Partner,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,Tricolor
A678685,Verbena,5/13/14 15:14,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White
A717473,NA,12/13/15 12:42,Adoption,NA,Dog,Spayed Female,2 months,Mastiff/Chinese Sharpei,Black/White
A669651,Maynard,12/30/13 16:47,Adoption,NA,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
A689564,Howard,11/21/14 11:27,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A675057,NA,3/26/14 15:47,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A687544,Johnny Cat,9/11/14 12:59,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A715877,Jd,11/11/15 18:22,Return_to_owner,NA,Dog,Unknown,1 year,Carolina Dog Mix,Tan
A692842,Caramel,12/4/14 12:33,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Orange Tabby
A665170,NA,12/1/13 23:58,Transfer,Partner,Dog,Spayed Female,1 year,Cocker Spaniel Mix,Red
A711258,Cash,11/3/15 19:38,Adoption,NA,Dog,Neutered Male,3 years,Boxer Mix,White/Brown Brindle
A708120,Nova,9/2/15 13:33,Adoption,NA,Dog,Spayed Female,10 months,Labrador Retriever Mix,Black
A706836,NA,7/8/15 17:14,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A678559,Gatsby,5/14/14 8:00,Transfer,Partner,Dog,Intact Male,3 years,Pekingese/Lhasa Apso,Buff
A669267,Barca,1/4/14 17:43,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Blue/White
A694677,NA,1/3/15 9:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A684308,NA,7/25/14 19:10,Transfer,Partner,Dog,Neutered Male,5 months,German Shepherd Mix,White
A664797,NA,10/10/13 16:58,Transfer,SCRP,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A705499,NA,6/18/15 13:44,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue
A666421,Lady Hazel,11/4/13 23:12,Return_to_owner,NA,Dog,Intact Female,1 year,Pit Bull Mix,Brown
